mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	16.0	0	0	4/4	1	1	0	.c.i	dcml
5	5	16	1.0	0	0	4/4	1	1	0	iv	dcml
5	5	17	1.0	1/4	1/4	4/4	1	1	0	V6/iv	dcml
5	5	18	2.0	1/2	1/2	4/4	1	1	0	iv	dcml
6	6	20	1.0	0	0	4/4	1	1	0	V64/iv	dcml
6	6	21	1.0	1/4	1/4	4/4	1	1	0	iv	dcml
6	6	22	1.0	1/2	1/2	4/4	1	1	0	III64/iv	dcml
6	6	23	1.0	3/4	3/4	4/4	1	1	0	VI/iv	dcml
7	7	24	2.0	0	0	4/4	1	1	0	V(64)	dcml
7	7	26	2.0	1/2	1/2	4/4	1	1	0	V	dcml
8	8	28	4.0	0	0	4/4	1	1	0	i\\	dcml
9	9	32	1.0	0	0	4/4	1	1	0	VI	dcml
9	9	33	2.0	1/4	1/4	4/4	1	1	0	iio64	dcml
9	9	35	1.0	3/4	3/4	4/4	1	1	0	iv64	dcml
10	10	36	2.0	0	0	4/4	1	1	0	V	dcml
10	10	38	1.0	1/2	1/2	4/4	1	1	0	i6	dcml
10	10	39	1.0	3/4	3/4	4/4	1	1	0	V7	dcml
11	11	40	8.0	0	0	4/4	1	1	0	i	dcml
13	13	48	1.0	0	0	4/4	1	1	0	iv7(9)	dcml
13	13	49	2.0	1/4	1/4	4/4	1	1	0	iio6	dcml
13	13	51	1.0	3/4	3/4	4/4	1	1	0	iio43	dcml
14	14	52	1.0	0	0	4/4	1	1	0	V	dcml
14	14	53	1.0	1/4	1/4	4/4	1	1	0	V2	dcml
14	14	54	1.0	1/2	1/2	4/4	1	1	0	i6	dcml
14	14	55	1.0	3/4	3/4	4/4	1	1	0	V7	dcml
15	15	56	4.0	0	0	4/4	1	1	0	i	dcml
16	16	60	4.0	0	0	4/4	1	1	0	viio	dcml
17	17	64	4.0	0	0	4/4	1	1	0	i	dcml
18	18	68	4.0	0	0	4/4	1	1	0	viio	dcml
19	19	72	3.0	0	0	4/4	1	1	0	i	dcml
19	19	75	1.0	3/4	3/4	4/4	1	1	0	V43	dcml
20	20	76	2.0	0	0	4/4	1	1	0	i6	dcml
20	20	78	2.0	1/2	1/2	4/4	1	1	0	V6/III	dcml
21	21	80	1.5	0	0	4/4	1	1	0	IV6(9)/III	dcml
21	21	163/2	0.5	3/8	3/8	4/4	1	1	0	IV6/III	dcml
